"YearStart","LocationAbbr","LocationDesc","Topic","Question","Stratification1","Lon","Lat"
2016,"GU","Guam","Tobacco","Current smoking among adults aged >= 18 years","Black, non-Hispanic",144.793731,13.444304
2021,"AK","Alaska","Alcohol","Binge drinking prevalence among adults aged >= 18 years","Female",-147.722059036,64.8450799570005
2012,"FL","Florida","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Female",-81.9289605389997,28.9320403770005
2015,"TN","Tennessee","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years","Female",-85.7744909139997,35.6809405800005
2011,"MO","Missouri","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","Overall",-92.5663000529997,38.6357907760005
2011,"PA","Pennsylvania","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Hispanic",-77.8607002939996,40.7937301520005
2020,"NJ","New Jersey","Diabetes","Mortality due to diabetes reported as any listed cause of death","Asian or Pacific Islander",-74.2736912879997,40.1305700480005
2019,"NM","New Mexico","Tobacco","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","Overall",-106.240580985,34.5208809520005
2014,"MT","Montana","Asthma","Emergency department visit rate for asthma","Hispanic",-109.424420645,47.0665289720005
2009,"NE","Nebraska","Cancer","Cancer of the colon and rectum (colorectal), incidence","Hispanic",-99.3657206229997,41.6410409880005
2014,"FL","Florida","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Hispanic",-81.9289605389997,28.9320403770005
